sentence1,sentence2,score
කලා ශිල්ප මගින් රටක සංස්කෘතික අනන්‍යතාවය ලොවට විදහා දක්වයි,කලා ශිල්ප තුළින් රටක සංස්කෘතික අනන්‍යතාවය ලොවට විදහා දක්වයි,0.9
සාමය සහ සංහිඳියාව රටක දියුණුවට අත්‍යවශ්‍ය සාධක වේ,පාරිසරික සමතුලිතතාවය රැක ගැනීම මතු පරපුර වෙනුවෙන් කරන ආයෝජනයකි,0.0
ෆේස්බුක් වැනි සමාජ ජාල නිසා මිනිසුන් අතර පවතින සබඳතා වෙනස් වී ඇත,වනෝද්‍යාන නැරඹීම සඳහා විදේශිකයන් විශාල වශයෙන් මෙරටට පැමිණේ,0.04
අහස අද ඉතා පැහැදිලිය,අද දවසේ අහසේ වලාකුළු නොමැති අතර එය ඉතාමත් නිරවුල්ව පෙනේ,0.8
ඡන්දය ප්‍රකාශ කිරීම පුරවැසියෙකු සතු මූලික අයිතිවාසිකමකි,ගස් වැල් කැපීම නිසා පෘථිවිය උණුසුම් වේ,0.0
අන්තර්ජාලය හරහා තොරතුරු ඉක්මනින් ලබා ගත හැක,අන්තර්ජාලය හරහා තොරතුරු ඉක්මනින් ලබා ගත හැක,1.0
එය මිනිසා විසින් අවසානයක් දක්වා තුලනය කිරීමට උත්සහ දරයි,පෘථිවිය සූර්යයා වටා ගමන් කරන ග්‍රහලෝකයකි,0.12
මිනිස් අයිතිවාසිකම්වලට ගරු කිරීම උසස් සමාජයක මූලික ගුණයකි,නවීන උපකරණ භාවිතය නිසා මිනිස් ශ්‍රමය ඉතිරි කර ගැනීමට හැකි වී ඇත,0.0
තාක්ෂණික දියුණුව වැඩිවීම නිසා වැඩ කාර්යක්ෂමතාව ඉහළ යයි,තාක්ෂණික දියුණුව වැඩිවීම නිසා වැඩ කාර්යක්ෂමතාව ඉහළ යයි,1.0
අන්තර්ජාලය හරහා තොරතුරු ඉක්මනින් ලබා ගත හැක,ලංකාවේ ඉතිහාසය වසර දහස් ගණනක් ඈතට දිව යයි,0.28
සාගර දූෂණය නිසා මුහුදු ජීවීන් විනාශයට පත් වේ,සීගිරිය යනු ලොව පුරා ප්‍රසිද්ධ ඓතිහාසික කලාගාරයකි,0.03
එය මිනිසා විසින් අවසානයක් දක්වා තුලනය කිරීමට උත්සහ දරයි,කෘෂිකර්මාන්තය ශ්‍රී ලාංකිකයන්ගේ ප්‍රධානම ආදායම් මාර්ගය ලෙස සැලකේ,0.24
දේශීය කර්මාන්ත නගා සිටුවීමෙන් රටේ නිෂ්පාදන ධාරිතාව ඉහළ යයි,ඔලිම්පික් උළෙල ලොව විශාලතම ක්‍රීඩා උත්සවය ලෙස සැලකේ,0.0
පැරණි බිතුසිතුවම් මගින් අතීත සමාජයේ තොරතුරු හෙළි වේ,පැරණි බිතුසිතුවම් මගින් අතීත සමාජයේ තොරතුරු හෙළි වේ,1.0
නමුත් එය තුලනය කිරීමට කිසිදා නොහැකි වනු ඇත,සොෆ්ට්වෙයාර් යොදාගෙන අසීරු ගණනය කිරීම් ඉතා පහසුවෙන් නිම කළ හැක,0.15
සෞඛ්‍ය සම්පන්නව ජීවත් වීමට නම් පෝෂණය සපිරි කෑම ගැනීම වැදගත්ය,දේශීය කර්මාන්ත නගා සිටුවීමෙන් රටේ නිෂ්පාදන ධාරිතාව ඉහළ යයි,0.26
මහජනතාව විසින් පාලනය මෙහෙයවනු ලබන ක්‍රමය ප්‍රජාතන්ත්‍රවාදී පාලනයයි,ඔලිම්පික් උළෙල ලොව විශාලතම ක්‍රීඩා උත්සවය ලෙස සැලකේ,0.03
දුම්රිය සේවය පොදු ප්‍රවාහනයේ වැදගත් අංගයකි,නවීන යන්ත්‍රෝපකරණ භාවිතයෙන් කෘෂිකාර්මික අස්වැන්න වැඩි කළ හැක,0.19
කොටස් වෙළඳපොල උච්චාවචනය වීම රටක ආර්ථිකයට සෘජුව බලපායි,පොත් කියවීම දැනුම ලබා ගැනීමට ඇති හොඳම මාර්ගයයි,0.0
පෘථිවිය සූර්යයා වටා ගමන් කරන ග්‍රහලෝකයකි,සංචාරක කර්මාන්තය ශ්‍රී ලංකාවේ ආර්ථිකයට විශාල ශක්තියකි,0.05
සංචාරක කර්මාන්තය ශ්‍රී ලංකාවේ ආර්ථිකයට විශාල ශක්තියකි,අම්මා විසින් කුඩා බිළිඳාට ආහාර ලබා දුන්නේ ඉතාමත් සෙනෙහසිනි,0.27
"ද්‍රව්‍ය පිළිබඳ ලදදැනුමහා අවබෝධයත්, ඒ ඇසුරින් නිර්මාණය කරගත් පරිකල්පිත දැනුමත් විද්‍යාව නම් වේ","ද්‍රව්‍ය පිළිබඳ ලදදැනුමහා අවබෝධයත්, ඒ ඇසුරින් නිර්මාණය කරගත් පරිකල්පිත දැනුමත් විද්‍යාව නම් වේ",1.0
කැළි කසළ කළමනාකරණය නගර අලංකාරයට සහ සෞඛ්‍යයට වැදගත් වේ,ප්‍රජාතන්ත්‍රවාදය යනු ජනතාවගේ පාලනය ජනතාව විසින්ම සිදු කිරීමයි,0.0
"නමුත් උපතේ සිට ඹහු ඇස, කණ, දිව, නාසය, සම යන ඉන්ද්‍රීන් මගින් භාහිර ලෝකය ග්‍රහණය කරගනී",ප්ලාස්ටික් භාවිතය අවම කිරීමෙන් පරිසර හානිය වළක්වා ගත හැක,0.02
